"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"5","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","497","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","498","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","499","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"8","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","500","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","501","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"10","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","502","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"11","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","503","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"12","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","504","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"13","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","505","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"14","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","506","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"15","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","508","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"16","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","509","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"17","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","510","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"18","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","511","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"19","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","512","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"20","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","513","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"21","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","514","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"22","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","515","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"23","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","516","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"24","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","517","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"25","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","518","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"26","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","519","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"27","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","525","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"28","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","526","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"29","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","532","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"30","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\MathUtilsUnitTest.java","4","537","Unnecessary qualifier 'Math': 'log10' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\NucleotideUnitTest.java","3","91","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\NucleotideUnitTest.java","3","98","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"3","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\NucleotideUnitTest.java","3","106","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"4","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\NucleotideUnitTest.java","3","113","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\RandomDNAUnitTest.java","3","36","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","3","70","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"2","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","78","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"3","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","79","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"4","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","80","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"5","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","82","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"6","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","87","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"7","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","90","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"8","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","95","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"9","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","98","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"10","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","3","283","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"11","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","3","318","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"12","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","413","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"13","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","419","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"14","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","665","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"15","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","670","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"16","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","684","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"17","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","723","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"18","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","724","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"19","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","725","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"20","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","726","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"21","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","727","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"22","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","728","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"23","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","728","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"24","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","729","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"25","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","729","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"26","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","730","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"27","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","730","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"28","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","760","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"29","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","770","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"30","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","840","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"31","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","848","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"32","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","871","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"33","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","875","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"34","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","891","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"35","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","893","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"36","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","893","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"37","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","898","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"38","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","899","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"39","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","909","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"40","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","910","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"41","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","921","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"42","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","922","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"43","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","942","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"44","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","963","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"45","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","963","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"46","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","963","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"47","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","964","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"48","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","964","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"49","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","964","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"50","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","965","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"51","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","965","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"52","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","966","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"53","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","966","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"54","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","966","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"55","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","967","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"56","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","967","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"57","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","967","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"58","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","968","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"59","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","968","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"60","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","968","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"61","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","969","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"62","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","969","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"63","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","969","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"64","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","970","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"65","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","970","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"66","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","970","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"67","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","971","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"68","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","971","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"69","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","972","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"70","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","972","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"71","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","972","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"72","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","973","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"73","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","973","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
"74","org.broadinstitute.hellbender.utils","C:\User\abhi\MetricsCK\gatk\gatk\src\test\java\org\broadinstitute\hellbender\utils\UtilsUnitTest.java","4","974","Unnecessary qualifier 'Arrays': 'asList' is already in scope","Code Style","UnnecessaryFullyQualifiedName"
